id_municipio,particao
2911105,teste
2911204,validacao
2911253,treino
2911303,treino
2911402,treino
2911501,treino
2911600,treino
2911659,treino
2911709,treino
2911808,treino
2911857,treino
2911907,treino
2912004,teste
2912103,validacao
2912202,validacao
2912301,teste
2912400,treino
2912509,validacao
2912608,validacao
2912707,treino
2912806,teste
2912905,treino
2913002,treino
2913101,teste
2913200,validacao
2913309,treino
2913408,validacao
2913457,validacao
2913507,validacao
2913606,treino
2913705,treino
2913804,teste
2913903,treino
2914000,validacao
2914109,validacao
2914208,treino
2914307,teste
2914406,validacao
2914505,treino
2914604,treino
2914653,validacao
2914703,treino
2914802,treino
2914901,validacao
2915007,validacao
2915106,validacao
2915205,teste
2915304,treino
2915353,treino
2915403,treino
2915502,teste
2915601,treino
2915700,treino
2915809,treino
2915908,treino
2916104,treino
2916203,validacao
2916302,validacao
2916401,treino
2916500,treino
2916609,treino
2916708,treino
2916807,teste
2916856,treino
2916906,teste
2917003,validacao
2917102,treino
2917201,validacao
2917300,validacao
2917334,treino
2917359,validacao
2917409,validacao
2917508,treino
2917607,treino
2917706,validacao
2917805,treino
2917904,teste
2918001,treino
2918100,validacao
2918209,treino
2918308,teste
2918357,treino
2918407,teste
2918506,teste
2918555,validacao
2918605,treino
2918704,treino
2918803,treino
2918902,treino
2919009,treino
2919058,treino
2919108,treino
2919157,treino
2919207,validacao
2919306,treino
2919405,treino
2919504,validacao
2919553,validacao
2919603,treino
2919702,treino
2919801,teste
2919900,treino
2919926,treino
2919959,teste
2920007,treino
2920106,treino
2920205,treino
2920304,validacao
2920403,treino
2920452,treino
2920502,teste
2920601,teste
2920809,treino
2920908,treino
2921005,validacao
2921054,teste
2921104,treino
2921203,teste
2921302,treino
2921401,treino
2921450,treino
2921500,teste
2921609,validacao
2921708,validacao
2921807,treino
2921906,teste
2922003,treino
2922052,treino
2922102,treino
2922201,treino
2922250,teste
2922300,treino
2922409,treino
2922607,treino
2922656,treino
2922706,treino
2922730,treino
2922755,treino
2922805,teste
2922854,treino
2922904,treino
2923001,treino
2923035,treino
2923050,treino
2923100,teste
2923209,teste
2923308,validacao
2923357,treino
2923407,treino
2923506,treino
2923605,treino
2923704,teste
2923803,treino
2923902,validacao
2924009,treino
2924058,treino
2924108,teste
2924207,validacao
2924306,treino
2924405,teste
2924504,validacao
2924603,validacao
2924652,validacao
2924678,treino
2924702,treino
2924801,teste
2924900,validacao
2925006,treino
2925105,treino
2925204,treino
2925253,treino
2925303,treino
2925402,treino
2925501,treino
2925600,treino
2925709,validacao
2925808,teste
2925907,validacao
2925931,treino
2925956,teste
2926004,treino
2926103,treino
2926301,teste
2926400,treino
2926509,treino
2926608,treino
2926657,treino
2926707,validacao
2926806,validacao
2926905,teste
2927002,treino
2927101,treino
2927200,treino
2927309,teste
2927408,treino
2927507,treino
2927606,validacao
2927705,treino
2927804,treino
2927903,treino
2928000,teste
2928059,treino
2928109,treino
2928208,treino
2928307,teste
2928406,treino
2928505,treino
2928604,treino
2928703,treino
2928802,treino
2928901,treino
2928950,treino
2929008,teste
2929057,validacao
2929107,validacao
2929206,teste
2929255,treino
2929305,treino
2929354,treino
2929370,treino
2929404,treino
2929503,treino
2929602,teste
2929701,treino
2929750,validacao
2929800,treino
2929909,teste
2930006,treino
2930105,teste
2930154,validacao
2930204,treino
2930303,treino
2930402,treino
2930501,validacao
2930600,treino
2930709,treino
2930766,treino
2930774,treino
2930808,treino
2930907,treino
2931004,teste
2931053,validacao
2931103,validacao
2931202,treino
2931301,treino
2931350,teste
2931400,validacao
2931509,treino
2931608,treino
2931707,teste
2931806,treino
2931905,treino
2932002,teste
2932101,treino
2932200,treino
2932309,teste
2932408,treino
2932457,treino
2932507,treino
2932606,validacao
2932705,treino
2932804,treino
2932903,validacao
2933000,treino
2933059,validacao
2933109,treino
2933158,treino
2933174,validacao
2933208,treino
2933257,validacao
2933307,treino
2933406,teste
2933455,treino
2933505,teste
2933604,validacao
3100104,treino
3100203,teste
3100302,validacao
3100401,treino
3100500,treino
3100609,validacao
3100708,validacao
3100807,treino
3100906,treino
3101003,teste
3101102,teste
3101201,validacao
3101300,teste
3101409,treino
3101508,treino
3101607,teste
3101631,teste
3101706,treino
3101805,teste
3101904,teste
3102001,treino
3102050,validacao
3102100,treino
3102209,validacao
3102308,treino
3102407,treino
3102506,treino
3102605,treino
3102704,treino
3102803,treino
3102852,validacao
3102902,treino
3103009,treino
3103108,treino
3103207,teste
3103306,validacao
3103405,treino
3103504,teste
3103603,treino
3103702,validacao
3103751,treino
3103801,validacao
3103900,teste
3104007,treino
3104106,treino
3104205,treino
3104304,treino
3104403,teste
3104452,validacao
3104502,validacao
3104601,treino
3104700,treino
3104809,treino
3104908,treino
3105004,validacao
3105103,validacao
3105202,teste
3105301,treino
3105400,treino
3105509,treino
3105608,teste
3105707,treino
3105905,treino
3106002,validacao
3106101,validacao
3106200,validacao
3106309,validacao
3106408,teste
3106507,treino
3106606,treino
3106655,treino
3106705,teste
3106804,validacao
3106903,treino
3107000,treino
3107109,treino
3107208,validacao
3107307,treino
3107406,validacao
3107505,treino
3107604,validacao
3107703,treino
3107802,teste
3107901,validacao
3108008,treino
3108107,teste
3108206,treino
3108255,treino
3108305,treino
3108404,teste
3108503,treino
3108552,treino
3108602,treino
3108701,treino
3108800,teste
3108909,treino
3109006,teste
3109105,teste
3109204,treino
3109253,treino
3109303,teste
3109402,validacao
3109451,treino
3109501,treino
3109600,treino
3109709,treino
3109808,treino
3109907,treino
3110004,treino
3110103,treino
3110202,treino
3110301,treino
3110400,validacao
3110509,teste
3110608,treino
3110707,treino
3110806,teste
3110905,treino
3111002,treino
3111101,treino
3111150,teste
3111200,treino
3111309,treino
3111408,treino
3111507,teste
3111606,treino
3111705,validacao
3111804,treino
3111903,treino
3112000,validacao
3112059,teste
3112109,teste
3112208,treino
3112307,treino
3112406,teste
3112505,treino
3112604,validacao
3112653,validacao
3112703,treino
3112802,treino
3112901,treino
3113008,treino
3113107,validacao
3113206,treino
3113305,treino
3113404,validacao
3113503,validacao
3113602,treino
3113701,treino
3113800,treino
3113909,validacao
3114006,treino
3114105,treino
3114204,treino
3114303,treino
3114402,teste
3114501,treino
3114550,validacao
3114600,treino
3114709,treino
3114808,validacao
3114907,treino
3115003,treino
3115102,teste
3115201,treino
3115300,treino
3115359,treino
3115409,treino
3115458,treino
3115474,validacao
3115508,treino
3115706,validacao
3115805,treino
3115904,treino
3116001,validacao
3116100,treino
3116159,validacao
3116209,validacao
3116308,treino
3116407,treino
3116506,treino
3116605,validacao
3116704,teste
3116803,validacao
3116902,validacao
3117009,teste
3117108,treino
3117207,teste
3117306,treino
3117405,teste
3117504,treino
3117603,treino
3117702,validacao
3117801,treino
3117836,treino
3117876,treino
3117900,validacao
3118007,validacao
3118106,treino
3118205,teste
3118304,teste
3118403,treino
3118502,treino
3118601,teste
3118700,treino
3118809,treino
3118908,treino
3119005,treino
3119104,validacao
3119203,treino
3119302,treino
3119401,treino
3119500,treino
3119609,treino
3119708,validacao
3119807,teste
3119906,treino
3119955,treino
3120003,treino
3120102,treino
3120151,teste
3120201,treino
3120300,treino
3120409,treino
3120508,teste
3120607,treino
3120706,treino
3120805,treino
3120839,treino
3120870,treino
3120904,treino
3121001,treino
3121100,validacao
3121209,teste
3121258,treino
3121308,treino
3121407,treino
3121506,treino
3121605,validacao
3121704,teste
3121803,treino
3121902,treino
3122009,teste
3122108,treino
3122207,treino
3122306,treino
3122355,teste
3122405,treino
3122454,validacao
3122470,treino
3122504,treino
3122603,treino
3122702,treino
3122801,treino
3122900,treino
3123007,treino
3123106,teste
3123205,treino
3123304,validacao
3123403,treino
3123502,treino
3123528,teste
3123601,validacao
3123700,teste
3123809,teste
3123858,validacao
3123908,treino
3124005,teste
3124104,treino
3124203,teste
3124302,treino
3124401,teste
3124500,treino
3124609,validacao
3124708,treino
3124807,treino
3124906,validacao
3125002,validacao
3125101,treino
3125200,treino
3125309,treino
3125408,validacao
3125507,teste
3125606,treino
3125705,validacao
3125804,treino
3125903,teste
3125952,treino
3126000,teste
3126109,treino
3126208,validacao
3126307,treino
3126406,treino
3126505,treino
3126604,treino
3126703,treino
3126752,teste
3126802,treino
3126901,validacao
3126950,teste
3127008,validacao
3127057,teste
3127073,treino
3127107,treino
3127206,treino
3127305,teste
3127339,treino
3127354,treino
3127370,teste
3127388,teste
3127404,teste
3127503,treino
3127602,treino
3127701,treino
3127800,treino
3127909,treino
3128006,treino
3128105,validacao
3128204,validacao
3128253,teste
3128303,treino
3128402,validacao
3128501,treino
3128600,treino
3128709,treino
3128808,treino
3128907,treino
3129004,treino
3129103,treino
3129202,treino
3129301,treino
3129400,treino
3129509,teste
3129608,treino
3129657,validacao
3129707,teste
3129806,treino
3129905,treino
3130002,validacao
3130051,treino
3130101,validacao
3130200,treino
3130309,teste
3130408,treino
3130507,teste
3130556,treino
3130606,treino
3130655,treino
3130705,validacao
3130804,treino
3130903,treino
3131000,treino
3131109,teste
3131158,teste
3131208,teste
3131307,teste
3131406,treino
3131505,treino
3131604,treino
3131703,teste
3131802,teste
3131901,validacao
3132008,treino
3132107,treino
3132206,treino
3132305,treino
3132404,treino
3132503,treino
3132602,validacao
3132701,treino
3132800,treino
3132909,treino
3133006,validacao
3133105,validacao
3133204,treino
3133303,treino
3133402,treino
3133501,treino
3133600,treino
3133709,treino
3133758,treino
3133808,treino
3133907,treino
3134004,validacao
3134103,treino
3134202,teste
3134301,teste
3134400,treino
3134509,treino
3134608,treino
3134707,teste
3134806,treino
3134905,teste
3135001,treino
3135050,teste
3135076,treino
3135100,treino
3135209,validacao
3135308,validacao
3135357,treino
3135407,teste
3135456,teste
3135506,treino
3135605,treino
3135704,treino
3135803,validacao
3135902,treino
3136009,treino
3136108,treino
3136207,validacao
3136306,treino
3136405,treino
3136504,teste
3136520,validacao
3136553,treino
3136579,treino
3136603,treino
3136652,treino
3136702,treino
3136801,treino
3136900,treino
3136959,validacao
3137007,treino
3137106,treino
3137205,treino
3137304,teste
3137403,treino
3137502,treino
3137536,treino
3137601,teste
3137700,treino
3137809,treino
3137908,treino
3138005,treino
3138104,validacao
3138203,treino
3138302,treino
3138351,treino
3138401,teste
3138500,treino
3138609,treino
3138625,teste
3138658,treino
3138674,validacao
3138682,treino
3138708,treino
3138807,validacao
3138906,validacao
3139003,treino
3139102,treino
3139201,treino
3139250,treino
3139300,treino
3139409,teste
3139508,teste
3139607,treino
3139706,validacao
3139805,treino
3139904,treino
3140001,treino
3140100,teste
3140159,validacao
3140209,treino
3140308,teste
3140407,treino
3140506,treino
3140530,treino
3140555,treino
3140605,treino
3140704,validacao
3140803,treino
3140852,teste
3140902,teste
3141009,treino
3141108,validacao
3141207,treino
3141306,treino
3141405,teste
3141504,treino
3141603,treino
3141702,treino
3141801,treino
3141900,teste
3142007,teste
3142106,treino
3142205,treino
3142254,validacao
3142304,teste
3142403,teste
3142502,validacao
3142601,teste
3142700,treino
3142809,treino
3142908,treino
3143005,treino
3143104,treino
3143153,treino
3143203,treino
3143302,treino
3143401,treino
3143450,treino
3143500,teste
3143609,treino
3143708,treino
3143807,teste
3143906,validacao
3144003,teste
3144102,treino
3144201,treino
3144300,treino
3144359,treino
3144375,validacao
3144409,validacao
3144508,treino
3144607,treino
3144656,treino
3144672,treino
3144706,validacao
3144805,treino
3144904,treino
3145000,validacao
3145059,treino
3145109,validacao
3145208,treino
3145307,validacao
3145356,treino
3145372,validacao
3145406,treino
3145455,treino
3145505,validacao
3145604,treino
3145703,treino
3145802,validacao
3145851,teste
3145877,treino
3145901,treino
3146008,validacao
3146107,teste
3146206,treino
3146255,treino
3146305,treino
3146404,treino
3146503,treino
3146552,validacao
3146602,treino
3146701,treino
3146750,teste
3146909,treino
3147006,validacao
3147105,treino
3147204,treino
3147303,validacao
3147402,validacao
3147501,teste
3147600,treino
3147709,treino
3147808,treino
3147907,validacao
3147956,treino
3148004,validacao
3148103,treino
3148202,teste
3148301,treino
3148400,treino
3148509,validacao
3148608,treino
3148707,treino
3148756,treino
3148806,validacao
3148905,validacao
3149002,validacao
3149101,treino
3149150,treino
3149200,treino
3149309,treino
3149408,treino
3149507,treino
3149606,teste
3149705,validacao
3149804,treino
3149903,treino
3149952,treino
3150000,validacao
3150109,treino
3150158,teste
3150208,validacao
3150307,validacao
3150406,treino
3150505,treino
3150539,treino
3150570,treino
3150604,validacao
3150703,treino
3150802,treino
3150901,treino
3151008,teste
3151107,treino
3151206,treino
3151305,teste
3151404,treino
3151503,validacao
3151602,treino
3151701,validacao
3151800,teste
3151909,treino
3152006,teste
3152105,treino
3152131,validacao
3152170,treino
3152204,teste
3152303,treino
3152402,treino
3152501,teste
3152600,treino
3152709,treino
3152808,treino
3152907,teste
3153004,treino
3153103,treino
3153202,treino
3153301,validacao
3153400,treino
3153509,treino
3153608,validacao
3153707,treino
3153806,teste
3153905,treino
3154002,treino
3154101,treino
3154150,teste
3154200,treino
3154309,treino
3154408,treino
3154457,treino
3154507,treino
3154606,validacao
3154705,treino
3154804,validacao
3154903,teste
3155009,teste
3155108,treino
3155207,treino
3155306,teste
3155405,validacao
3155504,treino
3155603,treino
3155702,validacao
3155801,treino
3155900,treino
3156007,treino
3156106,treino
3156205,treino
3156304,validacao
3156403,treino
3156452,treino
3156502,validacao
3156601,treino
3156700,teste
3156809,treino
3156908,validacao
3157005,treino
3157104,treino
3157203,teste
3157252,treino
3157278,teste
3157302,teste
3157336,treino
3157377,validacao
3157401,teste
3157500,treino
3157609,treino
3157658,treino
3157708,treino
3157807,treino
3157906,treino
3158003,teste
3158102,treino
3158201,validacao
3158300,treino
3158409,validacao
3158508,teste
3158607,validacao
3158706,treino
3158805,teste
3158904,treino
3158953,teste
3159001,treino
3159100,treino
3159209,validacao
3159308,treino
3159357,validacao
3159407,teste
3159506,treino
3159605,treino
3159704,treino
3159803,treino
3159902,treino
3160009,treino
3160108,teste
3160207,teste
3160306,teste
3160405,validacao
3160454,treino
3160504,treino
3160603,treino
3160702,teste
3160801,validacao
3160900,treino
3160959,teste
3161007,validacao
3161056,treino
3161106,validacao
3161205,teste
3161304,treino
3161403,treino
3161502,teste
3161601,treino
3161650,treino
3161700,treino
3161809,treino
3161908,teste
3162005,treino
3162104,treino
3162203,teste
3162252,teste
3162302,treino
3162401,teste
3162450,validacao
3162500,teste
3162559,treino
3162575,validacao
3162609,teste
3162658,validacao
3162708,treino
3162807,treino
3162906,treino
3162922,validacao
3162948,teste
3162955,teste
3163003,treino
3163102,validacao
3163201,treino
3163300,treino
3163409,treino
3163508,treino
3163607,treino
3163706,treino
3163805,validacao
3163904,treino
3164001,treino
3164100,treino
3164209,teste
3164308,treino
3164407,validacao
3164431,treino
3164472,treino
3164506,teste
3164605,teste
3164704,treino
3164803,validacao
3164902,treino
3165008,treino
3165107,treino
3165206,treino
3165305,treino
3165404,treino
3165503,treino
3165537,teste
3165552,validacao
3165560,treino
3165578,treino
3165602,treino
3165701,validacao
3165800,teste
3165909,treino
3166006,validacao
3166105,treino
3166204,treino
3166303,validacao
3166402,treino
3166501,treino
3166600,treino
3166709,validacao
3166808,treino
3166907,validacao
3166956,treino
3167004,treino
3167103,treino
3167202,treino
3167301,treino
3167400,validacao
3167509,teste
3167608,validacao
3167707,treino
3167806,treino
3167905,teste
3168002,teste
3168051,treino
3168101,treino
3168200,treino
3168309,teste
3168408,treino
3168507,treino
3168606,treino
3168705,treino
3168804,treino
3168903,validacao
3169000,teste
3169059,treino
3169109,teste
3169208,validacao
3169307,treino
3169356,treino
3169406,treino
3169505,treino
3169604,treino
3169703,teste
3169802,teste
3169901,teste
3170008,validacao
3170057,treino
3170107,teste
3170206,treino
3170305,validacao
3170404,treino
3170438,validacao
3170479,teste
3170503,teste
3170529,teste
3170578,treino
3170602,treino
3170651,teste
3170701,teste
3170750,treino
3170800,treino
3170909,treino
3171006,teste
3171030,treino
3171071,treino
3171105,treino
3171154,treino
3171204,treino
3171303,treino
3171402,treino
3171501,treino
3171600,treino
3171709,teste
3171808,treino
3171907,treino
3172004,treino
3172103,treino
3172202,treino
3200102,validacao
3200136,treino
3200169,treino
3200201,treino
3200300,treino
3200359,teste
3200409,validacao
3200508,validacao
3200607,validacao
3200706,validacao
3200805,treino
3200904,validacao
3201001,validacao
3201100,treino
3201159,treino
3201209,treino
3201308,validacao
3201407,treino
3201506,treino
3201605,teste
3201704,teste
3201803,treino
3201902,validacao
3202009,treino
3202108,treino
3202207,treino
3202256,validacao
3202306,teste
3202405,treino
3202454,treino
3202504,validacao
3202553,validacao
3202603,validacao
3202652,teste
3202702,validacao
3202801,treino
3202900,treino
3203007,validacao
3203056,teste
3203106,treino
3203130,treino
3203163,treino
3203205,treino
3203304,treino
3203320,treino
3203346,treino
3203353,treino
3203403,teste
3203502,treino
3203601,validacao
3203700,treino
3203809,treino
3203908,treino
3204005,validacao
3204054,treino
3204104,treino
3204203,treino
3204252,treino
3204302,validacao
3204351,treino
3204401,treino
3204500,teste
3204559,treino
3204609,teste
3204658,teste
3204708,treino
3204807,teste
3204906,treino
3204955,teste
3205002,treino
3205010,teste
3205036,treino
3205069,validacao
3205101,teste
3205150,treino
3205176,treino
3205200,teste
3205309,treino
3300100,treino
3300159,treino
3300209,teste
3300225,treino
3300233,validacao
3300258,treino
3300308,treino
3300407,validacao
3300456,treino
3300506,treino
3300605,treino
3300704,treino
3300803,validacao
3300902,treino
3300936,treino
3300951,treino
3301009,treino
3301108,teste
3301157,teste
3301207,treino
3301306,teste
3301405,treino
3301504,teste
3301603,treino
3301702,treino
3301801,treino
3301850,validacao
3301876,treino
3301900,validacao
3302007,treino
3302056,treino
3302106,validacao
3302205,validacao
3302254,treino
3302270,teste
3302304,teste
3302403,validacao
3302452,treino
3302502,teste
3302601,validacao
3302700,teste
3302809,treino
3302858,treino
3302908,treino
3303005,treino
3303104,validacao
3303203,treino
3303302,teste
3303401,teste
3303500,treino
3303609,treino
3303708,treino
3303807,treino
3303856,teste
3303906,treino
3303955,treino
3304003,treino
3304102,teste
3304110,treino
3304128,treino
3304144,treino
3304151,treino
3304201,teste
3304300,teste
3304409,teste
3304508,validacao
3304524,teste
3304557,teste
3304607,treino
3304706,treino
3304755,validacao
3304805,treino
3304904,treino
3305000,treino
3305109,validacao
3305133,treino
3305158,validacao
3305208,treino
3305307,treino
3305406,teste
3305505,treino
3305554,treino
3305604,treino
3305703,validacao
3305752,treino
3305802,treino
3305901,treino
3306008,treino
3306107,treino
3306156,treino
3306206,treino
3306305,treino
3500105,treino
3500204,treino
3500303,treino
3500402,treino
3500501,validacao
3500550,validacao
3500600,treino
3500709,teste
3500758,validacao
3500808,validacao
3500907,validacao
3501004,treino
3501103,treino
3501152,teste
3501202,treino
3501301,teste
3501400,treino
3501509,treino
3501608,treino
3501707,validacao
3501806,treino
3501905,treino
3502002,validacao
3502101,treino
3502200,validacao
3502309,validacao
3502408,teste
3502507,validacao
3502606,validacao
3502705,treino
3502754,validacao
3502804,teste
3502903,treino
3503000,validacao
3503109,validacao
3503158,treino
3503208,treino
3503307,teste
3503356,teste
3503406,treino
3503505,treino
3503604,treino
3503703,treino
3503802,treino
3503901,treino
3503950,treino
3504008,treino
3504107,teste
3504206,treino
3504305,treino
3504404,treino
3504503,validacao
3504602,treino
3504701,treino
3504800,treino
3504909,treino
3505005,teste
3505104,teste
3505203,teste
3505302,treino
3505351,treino
3505401,treino
3505500,validacao
3505609,validacao
3505708,treino
3505807,treino
3505906,teste
3506003,teste
3506102,teste
3506201,treino
3506300,teste
3506359,treino
3506409,teste
3506508,treino
3506607,treino
3506706,validacao
3506805,validacao
3506904,treino
3507001,treino
3507100,teste
3507159,treino
3507209,treino
3507308,treino
3507407,treino
3507456,treino
3507506,validacao
3507605,treino
3507704,teste
3507753,treino
3507803,treino
3507902,validacao
3508009,treino
3508108,treino
3508207,treino
3508306,validacao
3508405,teste
3508504,treino
3508603,teste
3508702,teste
3508801,treino
3508900,treino
3509007,teste
3509106,treino
3509205,treino
3509254,treino
3509304,treino
3509403,treino
3509452,teste
3509502,treino
3509601,treino
3509700,treino
3509809,validacao
3509908,treino
3509957,treino
3510005,teste
3510104,validacao
3510153,treino
3510203,validacao
3510302,teste
3510401,validacao
3510500,treino
3510609,treino
3510708,treino
3510807,teste
3510906,validacao
3511003,treino
3511102,teste
3511201,treino
3511300,treino
3511409,treino
3511508,validacao
3511607,teste
3511706,treino
3511904,teste
3512001,treino
3512100,treino
3512209,validacao
3512308,treino
3512407,treino
3512506,treino
3512605,validacao
3512704,treino
3512803,teste
3512902,teste
3513009,treino
3513108,treino
3513207,validacao
3513306,teste
3513405,treino
3513504,teste
3513603,treino
3513702,teste
3513801,validacao
3513850,teste
3513900,treino
3514007,validacao
3514106,teste
3514205,treino
3514304,treino
3514403,teste
3514502,teste
3514601,teste
3514700,treino
3514809,validacao
3514908,validacao
3514924,validacao
3514957,treino
3515004,treino
3515103,validacao
3515129,treino
3515152,treino
3515186,treino
3515194,treino
3515202,treino
3515301,teste
3515350,treino
3515400,validacao
3515509,treino
3515608,treino
3515657,treino
3515707,treino
3515806,validacao
3515905,validacao
3516002,validacao
3516101,validacao
3516200,treino
3516309,teste
3516408,teste
3516507,treino
3516606,validacao
3516705,treino
3516804,treino
3516853,teste
3516903,treino
3517000,treino
3517109,treino
3517208,teste
3517307,validacao
3517406,treino
3517505,treino
3517604,teste
3517703,validacao
3517802,treino
3517901,treino
3518008,teste
3518107,treino
3518206,treino
3518305,treino
3518404,validacao
3518503,treino
3518602,validacao
3518701,validacao
3518800,treino
3518859,validacao
3518909,treino
3519006,validacao
3519055,treino
3519071,validacao
3519105,treino
3519204,treino
3519253,treino
3519303,teste
3519402,treino
3519501,treino
3519600,treino
3519709,treino
3519808,validacao
3519907,treino
3520004,treino
3520103,teste
3520202,treino
3520301,treino
3520400,treino
3520426,validacao
3520442,teste
3520509,treino
3520608,validacao
3520707,treino
3520806,treino
3520905,treino
3521002,treino
3521101,treino
3521150,validacao
3521200,treino
3521309,teste
3521408,treino
3521507,treino
3521606,validacao
3521705,treino
3521804,treino
3521903,treino
3522000,validacao
3522109,treino
3522158,teste
3522208,treino
3522307,treino
3522406,treino
3522505,validacao
3522604,validacao
3522653,treino
3522703,treino
3522802,treino
3522901,teste
3523008,treino
3523107,treino
3523206,teste
3523305,treino
3523404,validacao
3523503,validacao
3523602,treino
3523701,teste
3523800,treino
3523909,treino
3524006,validacao
3524105,teste
3524204,treino
3524303,treino
3524402,treino
3524501,treino
3524600,treino
3524709,teste
3524808,treino
3524907,treino
3525003,treino
3525102,treino
3525201,treino
3525300,treino
3525409,treino
3525508,treino
3525607,treino
3525706,teste
3525805,treino
3525854,treino
3525904,validacao
3526001,treino
3526100,treino
3526209,treino
3526308,treino
3526407,treino
3526506,treino
3526605,teste
3526704,treino
3526803,treino
3526902,teste
3527009,teste
3527108,treino
3527207,teste
3527256,validacao
3527306,validacao
3527405,teste
3527504,treino
3527603,treino
3527702,treino
3527801,validacao
3527900,treino
3528007,treino
3528106,treino
3528205,validacao
3528304,teste
3528403,treino
3528502,treino
3528601,treino
3528700,treino
3528809,teste
3528858,treino
3528908,treino
3529005,treino
3529104,treino
3529203,teste
3529302,treino
3529401,validacao
3529500,teste
3529609,teste
3529658,treino
3529708,teste
3529807,validacao
3529906,teste
3530003,treino
3530102,treino
3530201,treino
3530300,treino
3530409,treino
3530508,treino
3530607,validacao
3530706,teste
3530805,treino
3530904,treino
3531001,treino
3531100,treino
3531209,validacao
3531308,treino
3531407,teste
3531506,treino
3531605,validacao
3531704,treino
3531803,validacao
3531902,treino
3532009,treino
3532058,treino
3532108,treino
3532157,teste
3532207,treino
3532306,treino
3532405,treino
3532504,treino
3532603,treino
3532702,teste
3532801,treino
3532827,teste
3532843,treino
3532868,treino
3532900,validacao
3533007,treino
3533106,treino
3533205,treino
3533254,validacao
3533304,treino
3533403,treino
3533502,treino
3533601,treino
3533700,treino
3533809,validacao
3533908,treino
3534005,treino
3534104,validacao
3534203,validacao
3534302,treino
3534401,treino
3534500,validacao
3534609,treino
3534708,treino
3534757,treino
3534807,treino
3534906,validacao
3535002,treino
3535101,treino
3535200,treino
3535309,treino
3535408,treino
3535507,validacao
3535606,teste
3535705,treino
3535804,teste
3535903,treino
3536000,treino
3536109,validacao
3536208,treino
3536257,treino
3536307,treino
3536406,validacao
3536505,teste
3536570,validacao
3536604,treino
3536703,teste
3536802,teste
3536901,teste
3537008,teste
3537107,treino
3537156,treino
3537206,treino
3537305,validacao
3537404,teste
3537503,teste
3537602,validacao
3537701,validacao
3537800,treino
3537909,treino
3538006,treino
3538105,teste
3538204,validacao
3538303,treino
3538501,treino
3538600,teste
3538709,treino
3538808,teste
3538907,treino
3539004,validacao
3539103,treino
3539202,treino
3539301,treino
3539400,teste
3539509,teste
3539608,treino
3539707,treino
3539806,treino
3539905,treino
3540002,teste
3540101,treino
3540200,treino
3540259,treino
3540309,treino
3540408,teste
3540507,treino
3540606,validacao
3540705,teste
3540754,teste
3540804,treino
3540853,validacao
3540903,treino
3541000,treino
3541059,teste
3541109,treino
3541208,treino
3541307,treino
3541406,treino
3541505,treino
3541604,treino
3541653,teste
3541703,treino
3541901,treino
3542008,treino
3542107,validacao
3542206,treino
3542305,teste
3542404,validacao
3542503,treino
3542602,treino
3542701,validacao
3542800,teste
3542909,treino
3543006,treino
3543105,teste
3543204,teste
3543238,treino
3543253,treino
3543303,validacao
3543402,treino
3543501,treino
3543709,treino
3543808,treino
3543907,teste
3544004,validacao
3544103,validacao
3544202,treino
3544251,treino
3544301,treino
3544400,treino
3544509,treino
3544608,treino
3544707,treino
3544806,validacao
3544905,teste
3545001,validacao
3545100,teste
3545159,treino
3545209,validacao
3545308,treino
3545407,validacao
3545506,treino
3545605,treino
3545704,teste
3545803,validacao
3546009,treino
3546108,treino
3546207,treino
3546256,teste
3546306,treino
3546405,treino
3546504,treino
3546603,teste
3546702,treino
3546801,treino
3546900,validacao
3547007,treino
3547106,treino
3547304,validacao
3547403,treino
3547502,treino
3547601,treino
3547650,treino
3547700,validacao
3547809,treino
3547908,treino
3548005,validacao
3548054,teste
3548104,treino
3548203,treino
3548302,treino
3548401,treino
3548500,treino
3548609,teste
3548708,treino
3548807,treino
3548906,teste
3549003,teste
3549102,teste
3549201,treino
3549250,validacao
3549300,teste
3549409,treino
3549508,teste
3549607,treino
3549706,treino
3549805,treino
3549904,treino
3549953,treino
3550001,validacao
3550100,treino
3550209,treino
3550308,treino
3550407,treino
3550506,treino
3550605,validacao
3550704,treino
3550803,treino
3550902,treino
3551009,treino
3551108,treino
3551207,validacao
3551306,teste
3551405,teste
3551504,validacao
3551603,treino
3551702,treino
3551801,teste
3551900,teste
3552007,validacao
3552106,teste
3552205,validacao
3552304,treino
3552403,treino
3552502,treino
3552551,treino
3552601,validacao
3552700,treino
3552809,treino
3552908,validacao
3553005,treino
3553104,teste
3553203,teste
3553302,treino
3553401,treino
3553500,teste
3553609,treino
3553658,treino
3553708,treino
3553807,treino
3553856,treino
3553906,treino
3553955,validacao
3554003,teste
3554102,treino
3554201,treino
3554300,treino
3554409,treino
3554508,treino
3554607,validacao
3554656,treino
3554706,treino
3554755,treino
3554805,treino
3554904,treino
3554953,validacao
3555000,teste
3555109,validacao
3555208,validacao
3555307,treino
3555356,teste
3555406,validacao
3555505,teste
3555604,treino
3555703,treino
3555802,treino
3555901,treino
3556008,treino
3556107,treino
3556206,treino
3556305,treino
3556354,treino
3556404,teste
3556453,teste
3556503,treino
3556602,treino
3556701,treino
3556800,validacao
3556909,teste
3556958,treino
3557006,treino
3557105,treino
3557154,treino
3557204,treino
3557303,teste
4100103,teste
4100202,treino
4100301,treino
4100400,treino
4100459,treino
4100509,treino
